keggID	symbol	entrez
hsa04062	CXCL6	6372
hsa04062	CXCL8	3576
hsa04062	CXCL9	4283
hsa04062	CXCR1	3577
hsa04062	CXCR2	3579
hsa04062	CXCR3	2833
hsa04062	CXCR4	7852
hsa04062	CXCR5	643
hsa04062	CXCR6	10663
hsa04062	DOCK2	1794
hsa04062	ELMO1	9844
hsa04062	FGR	2268
hsa04062	FOXO3	2309
hsa04062	GNAI1	2770
hsa04062	GNAI2	2771
hsa04062	GNAI3	2773
hsa04062	GNAQ	2776
hsa04062	GNB1	2782
hsa04062	GNB2	2783
hsa04062	GNB3	2784
hsa04062	GNB4	59345
hsa04062	GNB5	10681
hsa04062	GNG10	2790
hsa04062	GNG11	2791
hsa04062	GNG12	55970
hsa04062	GNG13	51764
hsa04062	GNG2	54331
hsa04062	GNG3	2785
hsa04062	GNG4	2786
hsa04062	GNG5	2787
hsa04062	GNG7	2788
hsa04062	GNG8	94235
hsa04062	GNGT1	2792
hsa04062	GNGT2	2793
hsa04062	GRB2	2885
hsa04062	GRK1	6011
hsa04062	GRK2	156
hsa04062	GRK3	157
hsa04062	GRK4	2868
hsa04062	GRK5	2869
hsa04062	GRK6	2870
hsa04062	GRK7	131890
hsa04062	GSK3A	2931
hsa04062	GSK3B	2932
hsa04062	HCK	3055
hsa04062	HRAS	3265
hsa04062	IKBKB	3551
hsa04062	IKBKG	8517
hsa04062	ITK	3702
hsa04062	JAK2	3717
hsa04062	JAK3	3718
hsa04062	KRAS	3845
hsa04062	LYN	4067
hsa04062	MAP2K1	5604
hsa04062	MAPK1	5594
hsa04062	MAPK3	5595
hsa04062	NCF1	653361
hsa04062	NFKB1	4790
hsa04062	NFKBIA	4792
hsa04062	NFKBIB	4793
hsa04062	NRAS	4893
hsa04062	P3R3URF-PIK3R3	110117499
hsa04062	PAK1	5058
hsa04062	PARD3	56288
hsa04062	PF4	5196
hsa04062	PF4V1	5197
hsa04062	PIK3CA	5290
hsa04062	PIK3CB	5291
hsa04062	PIK3CD	5293
hsa04062	PIK3CG	5294
hsa04062	PIK3R1	5295
hsa04062	PIK3R2	5296
hsa04062	PIK3R3	8503
hsa04062	PIK3R5	23533
hsa04062	PIK3R6	146850
hsa04062	PLCB1	23236
hsa04062	PLCB2	5330
hsa04062	PLCB3	5331
hsa04062	PLCB4	5332
hsa04062	PLCG1	5335
hsa04062	PLCG2	5336
hsa04062	PPBP	5473
hsa04062	PREX1	57580
hsa04062	PRKACA	5566
hsa04062	PRKACB	5567
hsa04062	PRKACG	5568
hsa04062	PRKCB	5579
hsa04062	PRKCD	5580
hsa04062	PRKCZ	5590
hsa04062	PTK2	5747
hsa04062	PTK2B	2185
hsa04062	PXN	5829
hsa04062	RAC1	5879
hsa04062	RAC2	5880
hsa04062	RAC3	5881
hsa04062	RAF1	5894
hsa04062	RAP1A	5906
hsa04062	RAP1B	5908
hsa04062	RASGRP2	10235
hsa04062	RELA	5970
hsa04062	RHOA	387
hsa04062	ROCK1	6093
hsa04062	ROCK2	9475
hsa04062	SHC1	6464
hsa04062	SHC2	25759
hsa04062	SHC3	53358
hsa04062	SHC4	399694
hsa04062	SOS1	6654
hsa04062	SOS2	6655
hsa04062	SRC	6714
hsa04062	STAT1	6772
hsa04062	STAT2	6773
hsa04062	STAT3	6774
hsa04062	STAT5B	6777
hsa04062	TIAM1	7074
hsa04062	VAV1	7409
hsa04062	VAV2	7410
hsa04062	VAV3	10451
hsa04062	WAS	7454
hsa04062	XCL1	6375
hsa04062	XCL2	6846
hsa04062	XCR1	2829
hsa04064	ATM	472
hsa04064	BCL10	8915
hsa04064	BCL2	596
hsa04064	BCL2A1	597
hsa04064	BCL2L1	598
hsa04064	BIRC2	329
hsa04064	BIRC3	330
hsa04064	BLNK	29760
hsa04064	BTK	695
hsa04064	CARD10	29775
hsa04064	CARD11	84433
hsa04064	CARD14	79092
hsa04064	CCL13	6357
hsa04064	CCL19	6363
hsa04064	CCL21	6366
hsa04064	CCL4	6351
hsa04064	CCL4L1	388372
hsa04064	CCL4L2	9560
hsa04064	CD14	929
hsa04064	CD40	958
hsa04064	CD40LG	959
hsa04064	CFLAR	8837
hsa04064	CHUK	1147
hsa04064	CSNK2A1	1457
hsa04064	CSNK2A2	1459
hsa04064	CSNK2A3	283106
hsa04064	CSNK2B	1460
hsa04064	CXCL12	6387
hsa04064	CXCL1	2919
hsa04064	CXCL2	2920
hsa04064	CXCL3	2921
hsa04064	CXCL8	3576
hsa04064	CYLD	1540
hsa04064	EDA	1896
hsa04064	EDA2R	60401
hsa04064	EDAR	10913
hsa04064	EDARADD	128178
hsa04064	ERC1	23085
hsa04064	GADD45A	1647
hsa04064	GADD45B	4616
hsa04064	GADD45G	10912
hsa04064	ICAM1	3383
hsa04064	IKBKB	3551
hsa04064	IKBKG	8517
hsa04064	IL1B	3553
hsa04064	IL1R1	3554
hsa04064	IRAK1	3654
hsa04064	IRAK4	51135
hsa04064	LAT	27040
hsa04064	LBP	3929
hsa04064	LCK	3932
hsa04064	LOC102723407	102723407
hsa04064	LTA	4049
hsa04064	LTB	4050
hsa04064	LTBR	4055
hsa04064	LY96	23643
hsa04064	LYN	4067
hsa04064	MALT1	10892
hsa04064	MAP3K14	9020
hsa04064	MAP3K7	6885
hsa04064	MYD88	4615
hsa04064	NFKB1	4790
hsa04064	NFKB2	4791
hsa04064	NFKBIA	4792
hsa04064	PARP1	142
hsa04064	PIAS4	51588
hsa04064	PIDD1	55367
hsa04064	PLAU	5328
hsa04064	PLCG1	5335
hsa04064	PLCG2	5336
hsa04064	PPP1R13L	10848
hsa04064	PRKCB	5579
hsa04064	PRKCQ	5588
hsa04064	PTGS2	5743
hsa04064	RELA	5970
hsa04064	RELB	5971
hsa04064	RIGI	23586
hsa04064	RIPK1	8737
hsa04064	SYK	6850
hsa04064	TAB1	10454
hsa04064	TAB2	23118
hsa04064	TAB3	257397
hsa04064	TICAM1	148022
hsa04064	TICAM2	353376
hsa04064	TIRAP	114609
hsa04064	TLR4	7099
hsa04064	TNF	7124
hsa04064	TNFAIP3	7128
hsa04064	TNFRSF11A	8792
hsa04064	TNFRSF13C	115650
hsa04064	TNFRSF1A	7132
hsa04064	TNFSF11	8600
hsa04064	TNFSF13B	10673
hsa04064	TNFSF14	8740
hsa04064	TRADD	8717
hsa04064	TRAF1	7185
hsa04064	TRAF2	7186
hsa04064	TRAF3	7187
hsa04064	TRAF5	7188
hsa04064	TRAF6	7189
hsa04064	TRIM25	7706
hsa04064	UBE2I	7329
hsa04064	VCAM1	7412
hsa04064	XIAP	331
hsa04064	ZAP70	7535
hsa04066	AKT1	207
hsa04066	AKT2	208
hsa04066	AKT3	10000
hsa04066	ALDOA	226
hsa04066	ALDOB	229
hsa04066	ALDOC	230
hsa04066	ANGPT1	284
hsa04066	ANGPT2	285
hsa04066	ANGPT4	51378
hsa04066	ARNT	405
hsa04066	BCL2	596
hsa04066	CAMK2A	815
hsa04066	CAMK2B	816
hsa04066	CAMK2D	817
hsa04066	CAMK2G	818
hsa04066	CDKN1A	1026
hsa04066	CDKN1B	1027
hsa04066	CREBBP	1387
hsa04066	CUL2	8453
hsa04066	CYBB	1536
hsa04066	EDN1	1906
hsa04066	EGF	1950
hsa04066	EGFR	1956
hsa04066	EGLN1	54583
hsa04066	EGLN2	112398
hsa04066	EGLN3	112399
hsa04066	EIF4E	1977
hsa04066	EIF4E1B	253314
hsa04066	EIF4E2	9470
hsa04066	EIF4EBP1	1978
hsa04066	ELOB	6923
hsa04066	ELOC	6921
hsa04066	ENO1	2023
hsa04066	ENO2	2026
hsa04066	ENO3	2027
hsa04066	EP300	2033
hsa04066	EPO	2056
hsa04066	ERBB2	2064
hsa04066	FLT1	2321
hsa04066	GAPDH	2597
hsa04066	HIF1A	3091
hsa04066	HK1	3098
hsa04066	HK2	3099
hsa04066	HK3	3101
hsa04066	HKDC1	80201
hsa04066	HMOX1	3162
hsa04066	IFNG	3458
hsa04066	IFNGR1	3459
hsa04066	IFNGR2	3460
hsa04066	IGF1	3479
hsa04066	IGF1R	3480
hsa04066	IL6	3569
hsa04066	IL6R	3570
hsa04066	INS	3630
hsa04066	INSR	3643
hsa04066	LDHA	3939
hsa04066	LDHAL6A	160287
hsa04066	LDHAL6B	92483
hsa04066	LDHB	3945
hsa04066	LDHC	3948
hsa04066	LTBR	4055
hsa04066	MAP2K1	5604
hsa04066	MAP2K2	5605
hsa04066	MAPK1	5594
hsa04066	MAPK3	5595
hsa04066	MKNK1	8569
hsa04066	MKNK2	2872
hsa04066	MTOR	2475
hsa04066	NFKB1	4790
hsa04066	NOS2	4843
hsa04066	NOS3	4846
hsa04066	NPPA	4878
hsa04066	P3R3URF-PIK3R3	110117499
hsa04066	PDHA1	5160
hsa04066	PDHA2	5161
hsa04066	PDHB	5162
hsa04066	PDK1	5163
hsa04066	PFKFB3	5209
hsa04066	PFKL	5211
hsa04066	PFKM	5213
hsa04066	PFKP	5214
hsa04066	PGK1	5230
hsa04066	PGK2	5232
hsa04066	PIK3CA	5290
hsa04066	PIK3CB	5291
hsa04066	PIK3CD	5293
hsa04066	PIK3R1	5295
hsa04066	PIK3R2	5296
hsa04066	PIK3R3	8503
hsa04066	PLCG1	5335
hsa04066	PLCG2	5336
hsa04066	PRKCA	5578
hsa04066	PRKCB	5579
hsa04066	PRKCG	5582
hsa04066	RBX1	9978
hsa04066	RELA	5970
hsa04066	RPS6	6194
hsa04066	RPS6KB1	6198
hsa04066	RPS6KB2	6199
hsa04066	SERPINE1	5054
hsa04066	SLC2A1	6513
hsa04066	STAT3	6774
hsa04066	TEK	7010
hsa04066	TF	7018
hsa04066	TFRC	7037
hsa04066	TIMP1	7076
hsa04066	TLR4	7099
hsa04066	VEGFA	7422
hsa04066	VHL	7428
hsa04068	AGAP2	116986
hsa04068	AKT1	207
hsa04068	AKT2	208
hsa04068	AKT3	10000
hsa04068	ARAF	369
hsa04068	ATG12	9140
hsa04068	ATM	472
hsa04068	BCL2L11	10018
hsa04068	BCL6	604
hsa04068	BNIP3	664
hsa04068	BRAF	673
hsa04068	C8orf44-SGK3	100533105
hsa04068	CAT	847
hsa04068	CCNB1	891
hsa04068	CCNB2	9133
hsa04068	CCNB3	85417
hsa04068	CCND1	595
hsa04068	CCND2	894
hsa04068	CCNG2	901
hsa04068	CDK2	1017
hsa04068	CDKN1A	1026
hsa04068	CDKN1B	1027
hsa04068	CDKN2B	1030
hsa04068	CDKN2D	1032
hsa04068	CHUK	1147
hsa04068	CREBBP	1387
hsa04068	CSNK1E	1454
hsa04068	EGF	1950
hsa04068	EGFR	1956
hsa04068	EP300	2033
hsa04068	FASLG	356
hsa04068	FBXO25	26260
hsa04068	FBXO32	114907
hsa04068	FOXG1	2290
hsa04068	FOXO1	2308
hsa04068	FOXO3	2309
hsa04068	FOXO4	4303
hsa04068	FOXO6	100132074
hsa04068	G6PC1	2538
hsa04068	G6PC2	57818
hsa04068	G6PC3	92579
hsa04068	GABARAP	11337
hsa04068	GABARAPL1	23710
hsa04068	GABARAPL2	11345
hsa04068	GADD45A	1647
hsa04068	GADD45B	4616
hsa04068	GADD45G	10912
hsa04068	GRB2	2885
hsa04068	GRM1	2911
hsa04068	HOMER1	9456
hsa04068	HOMER2	9455
hsa04068	HOMER3	9454
hsa04068	HRAS	3265
hsa04068	IGF1	3479
hsa04068	IGF1R	3480
hsa04068	IKBKB	3551
hsa04068	IL10	3586
hsa04068	IL6	3569
hsa04068	IL7R	3575
hsa04068	INS	3630
hsa04068	INSR	3643
hsa04068	IRS1	3667
hsa04068	IRS2	8660
hsa04068	IRS4	8471
hsa04068	KLF2	10365
hsa04068	KRAS	3845
hsa04068	MAP2K1	5604
hsa04068	MAP2K2	5605
hsa04068	MAPK10	5602
hsa04068	MAPK11	5600
hsa04068	MAPK12	6300
hsa04068	MAPK13	5603
hsa04068	MAPK14	1432
hsa04068	MAPK1	5594
hsa04068	MAPK3	5595
hsa04068	MAPK8	5599
hsa04068	MAPK9	5601
hsa04068	MDM2	4193
hsa04068	NLK	51701
hsa04068	NRAS	4893
hsa04068	P3R3URF-PIK3R3	110117499
hsa04068	PCK1	5105
hsa04068	PCK2	5106
hsa04068	PDPK1	5170
hsa04068	PIK3CA	5290
hsa04068	PIK3CB	5291
hsa04068	PIK3CD	5293
hsa04068	PIK3R1	5295
hsa04068	PIK3R2	5296
hsa04068	PIK3R3	8503
hsa04068	PLK1	5347
hsa04068	PLK2	10769
hsa04068	PLK3	1263
hsa04068	PLK4	10733
hsa04068	PRKAA1	5562
hsa04068	PRKAA2	5563
hsa04068	PRKAB1	5564
hsa04068	PRKAB2	5565
hsa04068	PRKAG1	5571
hsa04068	PRKAG2	51422
hsa04068	PRKAG3	53632
hsa04068	PRMT1	3276
hsa04068	PTEN	5728
hsa04068	RAF1	5894
hsa04068	RAG1	5896
hsa04068	RAG2	5897
hsa04068	RBL2	5934
hsa04068	S1PR1	1901
hsa04068	S1PR4	8698
hsa04068	SETD7	80854
hsa04068	SGK1	6446
hsa04068	SGK2	10110
hsa04068	SGK3	23678
hsa04068	SIRT1	23411
hsa04068	SKP2	6502
hsa04068	SLC2A4	6517
hsa04068	SMAD3	4088
hsa04068	SMAD4	4089
hsa04068	SOD2	6648
hsa04068	SOS1	6654
hsa04068	SOS2	6655
hsa04068	STAT3	6774
hsa04068	STK11	6794
hsa04068	STK4	6789
hsa04068	TGFB1	7040
hsa04068	TGFB2	7042
hsa04068	TGFB3	7043
hsa04068	TGFBR1	7046
hsa04068	TGFBR2	7048
hsa04068	TNFSF10	8743
hsa04068	TPTEP2-CSNK1E	102800317
hsa04068	USP7	7874
hsa04070	BPNT2	54928
hsa04070	CALM1	801
hsa04070	CALM2	805
hsa04070	CALM3	808
hsa04070	CALML3	810
hsa04070	CALML4	91860
hsa04070	CALML5	51806
hsa04070	CALML6	163688
hsa04070	CDIPT	10423
hsa04070	CDS1	1040
hsa04070	CDS2	8760
hsa04070	DGKA	1606
hsa04070	DGKB	1607
hsa04070	DGKD	8527
hsa04070	DGKE	8526
hsa04070	DGKG	1608
hsa04070	DGKH	160851
hsa04070	DGKI	9162
hsa04070	DGKK	139189
hsa04070	DGKQ	1609
hsa04070	DGKZ	8525
hsa04070	IMPA1	3612
hsa04070	IMPA2	3613
hsa04070	INPP1	3628
hsa04070	INPP4A	3631
hsa04070	INPP4B	8821
hsa04070	INPP5A	3632
hsa04070	INPP5B	3633
hsa04070	INPP5D	3635
hsa04070	INPP5E	56623
hsa04070	INPP5F	22876
hsa04070	INPPL1	3636
hsa04070	IP6K1	9807
hsa04070	IP6K2	51447
hsa04070	IP6K3	117283
hsa04070	IPMK	253430
hsa04070	IPPK	64768
hsa04070	ITPK1	3705
hsa04070	ITPKA	3706
hsa04070	ITPKB	3707
hsa04070	ITPKC	80271
hsa04070	ITPR1	3708
hsa04070	ITPR2	3709
hsa04070	ITPR3	3710
hsa04070	MTM1	4534
hsa04070	MTMR14	64419
hsa04070	MTMR1	8776
hsa04070	MTMR2	8898
hsa04070	MTMR3	8897
hsa04070	MTMR4	9110
hsa04070	MTMR6	9107
hsa04070	MTMR7	9108
hsa04070	MTMR8	55613
hsa04070	OCRL	4952
hsa04070	P3R3URF-PIK3R3	110117499
hsa04070	PI4K2A	55361
hsa04070	PI4K2B	55300
hsa04070	PI4KA	5297
hsa04070	PI4KB	5298
hsa04070	PIK3C2A	5286
hsa04070	PIK3C2B	5287
hsa04070	PIK3C2G	5288
hsa04070	PIK3C3	5289
hsa04070	PIK3CA	5290
hsa04070	PIK3CB	5291
hsa04070	PIK3CD	5293
hsa04070	PIK3R1	5295
hsa04070	PIK3R2	5296
hsa04070	PIK3R3	8503
hsa04070	PIKFYVE	200576
hsa04070	PIP4K2A	5305
hsa04070	PIP4K2B	8396
hsa04070	PIP4K2C	79837
hsa04070	PIP4P1	90809
hsa04070	PIP4P2	55529
hsa04070	PIP5K1A	8394
hsa04070	PIP5K1B	8395
hsa04070	PIP5K1C	23396
hsa04070	PLCB1	23236
hsa04070	PLCB2	5330
hsa04070	PLCB3	5331
hsa04070	PLCB4	5332
hsa04070	PLCD1	5333
hsa04070	PLCD3	113026
hsa04070	PLCD4	84812
hsa04070	PLCE1	51196
hsa04070	PLCG1	5335
hsa04070	PLCG2	5336
hsa04070	PLCZ1	89869
hsa04070	PPIP5K1	9677
hsa04070	PPIP5K2	23262
hsa04070	PRKCA	5578
hsa04070	PRKCB	5579
hsa04070	PRKCG	5582
hsa04070	PTEN	5728
hsa04070	SACM1L	22908
hsa04070	SYNJ1	8867
hsa04070	SYNJ2	8871
hsa04071	ABCC1	4363
hsa04071	ACER1	125981
hsa04071	ACER2	340485
hsa04071	ADORA1	134
hsa04071	ADORA3	140
hsa04071	AKT1	207
hsa04071	AKT2	208
hsa04071	AKT3	10000
hsa04071	ASAH1	427
hsa04071	ASAH2	56624
hsa04071	BAX	581
hsa04071	BCL2	596
hsa04071	BDKRB2	624
hsa04071	BID	637
hsa04071	CERS1	10715
hsa04071	CERS2	29956
hsa04071	CERS3	204219
hsa04071	CERS4	79603
hsa04071	CERS5	91012
hsa04071	CERS6	253782
hsa04071	CTSD	1509
hsa04071	DEGS1	8560
hsa04071	DEGS2	123099
hsa04071	FCER1A	2205
hsa04071	FCER1G	2207
hsa04071	FYN	2534
hsa04071	GAB2	9846
hsa04071	GNA12	2768
hsa04071	GNA13	10672
hsa04071	GNAI1	2770
hsa04071	GNAI2	2771
hsa04071	GNAI3	2773
hsa04071	GNAQ	2776
hsa04071	HRAS	3265
hsa04071	KNG1	3827
hsa04071	KRAS	3845
hsa04071	MAP2K1	5604
hsa04071	MAP2K2	5605
hsa04071	MAP3K5	4217
hsa04071	MAPK10	5602
hsa04071	MAPK11	5600
hsa04071	MAPK12	6300
hsa04071	MAPK13	5603
hsa04071	MAPK14	1432
hsa04071	MAPK1	5594
hsa04071	MAPK3	5595
hsa04071	MAPK8	5599
hsa04071	MAPK9	5601
hsa04071	MS4A2	2206
hsa04071	NFKB1	4790
hsa04071	NOS3	4846
hsa04071	NRAS	4893
hsa04071	NSMAF	8439
hsa04071	OPRD1	4985
hsa04071	P3R3URF-PIK3R3	110117499
hsa04071	PDPK1	5170
hsa04071	PIK3CA	5290
hsa04071	PIK3CB	5291
hsa04071	PIK3CD	5293
hsa04071	PIK3R1	5295
hsa04071	PIK3R2	5296
hsa04071	PIK3R3	8503
hsa04071	PLCB1	23236
hsa04071	PLCB2	5330
hsa04071	PLCB3	5331
hsa04071	PLCB4	5332
hsa04071	PLD1	5337
hsa04071	PLD2	5338
hsa04071	PPP2CA	5515
hsa04071	PPP2CB	5516
hsa04071	PPP2R1A	5518
hsa04071	PPP2R1B	5519
hsa04071	PPP2R2A	5520
hsa04071	PPP2R2B	5521
hsa04071	PPP2R2C	5522
hsa04071	PPP2R2D	55844
hsa04071	PPP2R3A	5523
hsa04071	PPP2R3B	28227
hsa04071	PPP2R3C	55012
hsa04071	PPP2R5A	5525
hsa04071	PPP2R5B	5526
hsa04071	PPP2R5C	5527
hsa04071	PPP2R5D	5528
hsa04071	PPP2R5E	5529
hsa04071	PRKCA	5578
hsa04071	PRKCB	5579
hsa04071	PRKCE	5581
hsa04071	PRKCG	5582
hsa04071	PRKCZ	5590
hsa04071	PTEN	5728
hsa04071	RAC1	5879
hsa04071	RAC2	5880
hsa04071	RAC3	5881
hsa04071	RAF1	5894
hsa04071	RELA	5970
hsa04071	RHOA	387
hsa04071	ROCK1	6093
hsa04071	ROCK2	9475
hsa04071	S1PR1	1901
hsa04071	S1PR2	9294
hsa04071	S1PR3	1903
hsa04071	S1PR4	8698
hsa04071	S1PR5	53637
hsa04071	SGMS1	259230
hsa04071	SGMS2	166929
hsa04071	SGPL1	8879
hsa04071	SGPP1	81537
hsa04071	SGPP2	130367
hsa04071	SMPD1	6609
hsa04071	SMPD2	6610
hsa04071	SPHK1	8877
hsa04071	SPHK2	56848
hsa04071	SPTLC1	10558
hsa04071	SPTLC2	9517
hsa04071	SPTLC3	55304
hsa04071	SPTSSA	171546
hsa04071	SPTSSB	165679
hsa04071	TNF	7124
hsa04071	TNFRSF1A	7132
hsa04071	TP53	7157
hsa04071	TRADD	8717
hsa04071	TRAF2	7186
hsa04072	ADCY1	107
hsa04072	ADCY2	108
hsa04072	ADCY3	109
hsa04072	ADCY4	196883
hsa04072	ADCY5	111
hsa04072	ADCY6	112
hsa04072	ADCY7	113
hsa04072	ADCY8	114
hsa04072	ADCY9	115
hsa04072	AGPAT1	10554
hsa04072	AGPAT2	10555
hsa04072	AGPAT3	56894
hsa04072	AGPAT4	56895
hsa04072	AGPAT5	55326
hsa04072	AGT	183
hsa04072	AGTR1	185
hsa04072	AKT1	207
hsa04072	AKT2	208
hsa04072	AKT3	10000
hsa04072	ARF1	375
hsa04072	ARF6	382
hsa04072	AVP	551
hsa04072	AVPR1A	552
hsa04072	AVPR1B	553
hsa04072	AVPR2	554
hsa04072	CXCL8	3576
hsa04072	CXCR1	3577
hsa04072	CXCR2	3579
hsa04072	CYTH1	9267
hsa04072	CYTH2	9266
hsa04072	CYTH3	9265
hsa04072	CYTH4	27128
hsa04072	DGKA	1606
hsa04072	DGKB	1607
hsa04072	DGKD	8527
hsa04072	DGKE	8526
hsa04072	DGKG	1608
hsa04072	DGKH	160851
hsa04072	DGKI	9162
hsa04072	DGKK	139189
hsa04072	DGKQ	1609
hsa04072	DGKZ	8525
hsa04072	DNM1	1759
hsa04072	DNM2	1785
hsa04072	DNM3	26052
hsa04072	EGF	1950
hsa04072	EGFR	1956
hsa04072	F2	2147
hsa04072	F2R	2149
hsa04072	FCER1A	2205
hsa04072	FCER1G	2207
hsa04072	FYN	2534
hsa04072	GAB1	2549
hsa04072	GAB2	9846
hsa04072	GNA12	2768
hsa04072	GNA13	10672
hsa04072	GNAS	2778
hsa04072	GRB2	2885
hsa04072	GRM1	2911
hsa04072	GRM2	2912
hsa04072	GRM3	2913
hsa04072	GRM4	2914
hsa04072	GRM5	2915
hsa04072	GRM6	2916
hsa04072	GRM7	2917
hsa04072	GRM8	2918
hsa04072	HRAS	3265
hsa04072	INS	3630
hsa04072	INSR	3643
hsa04072	JMJD7-PLA2G4B	8681
hsa04072	KIT	3815
hsa04072	KITLG	4254
hsa04072	KRAS	3845
hsa04072	LOC102723407	102723407
hsa04072	LPAR1	1902
hsa04072	LPAR2	9170
hsa04072	LPAR3	23566
hsa04072	LPAR4	2846
hsa04072	LPAR5	57121
hsa04072	LPAR6	10161
hsa04072	MAP2K1	5604
hsa04072	MAP2K2	5605
hsa04072	MAPK1	5594
hsa04072	MAPK3	5595
hsa04072	MRAS	22808
hsa04072	MS4A2	2206
hsa04072	MTOR	2475
hsa04072	NRAS	4893
hsa04072	P3R3URF-PIK3R3	110117499
hsa04072	PDGFA	5154
hsa04072	PDGFB	5155
hsa04072	PDGFC	56034
hsa04072	PDGFD	80310
hsa04072	PDGFRA	5156
hsa04072	PDGFRB	5159
hsa04072	PIK3CA	5290
hsa04072	PIK3CB	5291
hsa04072	PIK3CD	5293
hsa04072	PIK3CG	5294
hsa04072	PIK3R1	5295
hsa04072	PIK3R2	5296
hsa04072	PIK3R3	8503
hsa04072	PIK3R5	23533
hsa04072	PIK3R6	146850
hsa04072	PIP5K1A	8394
hsa04072	PIP5K1B	8395
hsa04072	PIP5K1C	23396
hsa04072	PLA2G4A	5321
hsa04072	PLA2G4B	100137049
hsa04072	PLA2G4C	8605
hsa04072	PLA2G4D	283748
hsa04072	PLA2G4E	123745
hsa04072	PLA2G4F	255189
hsa04072	PLCB1	23236
hsa04072	PLCB2	5330
hsa04072	PLCB3	5331
hsa04072	PLCB4	5332
hsa04072	PLCG1	5335
hsa04072	PLCG2	5336
hsa04072	PLD1	5337
hsa04072	PLD2	5338
hsa04072	PLPP1	8611
hsa04072	PLPP2	8612
hsa04072	PLPP3	8613
hsa04072	PRKCA	5578
hsa04072	PTGFR	5737
hsa04072	PTK2B	2185
hsa04072	PTPN11	5781
hsa04072	RAF1	5894
hsa04072	RALA	5898
hsa04072	RALB	5899
hsa04072	RALGDS	5900
hsa04072	RAPGEF3	10411
hsa04072	RAPGEF4	11069
hsa04072	RHEB	6009
hsa04072	RHOA	387
hsa04072	RRAS2	22800
hsa04072	RRAS	6237
hsa04072	SHC1	6464
hsa04072	SHC2	25759
hsa04072	SHC3	53358
hsa04072	SHC4	399694
hsa04072	SOS1	6654
hsa04072	SOS2	6655
hsa04072	SPHK1	8877
hsa04072	SPHK2	56848
hsa04072	SYK	6850
hsa04072	TSC1	7248
hsa04072	TSC2	7249
hsa04080	ADCYAP1	116
hsa04080	ADCYAP1R1	117
hsa04080	ADM	133
hsa04080	ADM2	79924
hsa04080	ADORA1	134
hsa04080	ADORA2A	135
hsa04080	ADORA2B	136
hsa04080	ADORA3	140
hsa04080	ADRA1A	148
hsa04080	ADRA1B	147
hsa04080	ADRA1D	146
hsa04080	ADRA2A	150
hsa04080	ADRA2B	151
hsa04080	ADRA2C	152
hsa04080	ADRB1	153
hsa04080	ADRB2	154
hsa04080	ADRB3	155
hsa04080	AGT	183
hsa04080	AGTR1	185
hsa04080	AGTR2	186
hsa04080	APELA	100506013
hsa04080	APLN	8862
hsa04080	APLNR	187
hsa04080	AVP	551
hsa04080	AVPR1A	552
hsa04080	AVPR1B	553
hsa04080	AVPR2	554
hsa04080	BDKRB1	623
hsa04080	BDKRB2	624
hsa04080	BRS3	680
hsa04080	C3	718
hsa04080	C3AR1	719
hsa04080	C5	727
hsa04080	C5AR1	728
hsa04080	CALCA	796
hsa04080	CALCB	797
hsa04080	CALCR	799
hsa04080	CALCRL	10203
hsa04080	CCK	885
hsa04080	CCKAR	886
hsa04080	CCKBR	887
hsa04080	CGA	1081
hsa04080	CHRFAM7A	89832
hsa04080	CHRM1	1128
hsa04080	CHRM2	1129
hsa04080	CHRM3	1131
hsa04080	CHRM4	1132
hsa04080	CHRM5	1133
hsa04080	CHRNA10	57053
hsa04080	CHRNA1	1134
hsa04080	CHRNA2	1135
hsa04080	CHRNA3	1136
hsa04080	CHRNA4	1137
hsa04080	CHRNA5	1138
hsa04080	CHRNA6	8973
hsa04080	CHRNA7	1139
hsa04080	CHRNA9	55584
hsa04080	CHRNB1	1140
hsa04080	CHRNB2	1141
hsa04080	CHRNB3	1142
hsa04080	CHRNB4	1143
hsa04080	CHRND	1144
hsa04080	CHRNE	1145
hsa04080	CHRNG	1146
hsa04080	CNR1	1268
hsa04080	CNR2	1269
hsa04080	CORT	1325
hsa04080	CRH	1392
hsa04080	CRHR1	1394
hsa04080	CRHR2	1395
hsa04080	CSH1	1442
hsa04080	CSH2	1443
hsa04080	CSHL1	1444
hsa04080	CTSG	1511
hsa04080	CYSLTR1	10800
hsa04080	CYSLTR2	57105
hsa04080	DRD1	1812
hsa04080	DRD2	1813
hsa04080	DRD3	1814
hsa04080	DRD4	1815
hsa04080	DRD5	1816
hsa04080	EDN1	1906
hsa04080	EDN2	1907
hsa04080	EDN3	1908
hsa04080	EDNRA	1909
hsa04080	EDNRB	1910
hsa04080	F2	2147
hsa04080	F2R	2149
hsa04080	F2RL1	2150
hsa04080	F2RL2	2151
hsa04080	F2RL3	9002
hsa04080	FPR1	2357
hsa04080	FPR2	2358
hsa04080	FPR3	2359
hsa04080	FSHB	2488
hsa04080	FSHR	2492
hsa04080	GABBR1	2550
hsa04080	GABBR2	9568
hsa04080	GABRA1	2554
hsa04080	GABRA2	2555
hsa04080	GABRA3	2556
hsa04080	GABRA4	2557
hsa04080	GABRA5	2558
hsa04080	GABRA6	2559
hsa04080	GABRB1	2560
hsa04080	GABRB2	2561
hsa04080	GABRB3	2562
hsa04080	GABRD	2563
hsa04080	GABRE	2564
