keggID	symbol	entrez
hsa00010	ACSS1	84532
hsa00010	ACSS2	55902
hsa00010	ADH1A	124
hsa00010	ADH1B	125
hsa00010	ADH1C	126
hsa00010	ADH4	127
hsa00010	ADH5	128
hsa00010	ADH6	130
hsa00010	ADH7	131
hsa00010	ADPGK	83440
hsa00010	AKR1A1	10327
hsa00010	ALDH1B1	219
hsa00010	ALDH2	217
hsa00010	ALDH3A1	218
hsa00010	ALDH3A2	224
hsa00010	ALDH3B1	221
hsa00010	ALDH3B2	222
hsa00010	ALDH7A1	501
hsa00010	ALDH9A1	223
hsa00010	ALDOA	226
hsa00010	ALDOB	229
hsa00010	ALDOC	230
hsa00010	BPGM	669
hsa00010	DLAT	1737
hsa00010	DLD	1738
hsa00010	ENO1	2023
hsa00010	ENO2	2026
hsa00010	ENO3	2027
hsa00010	ENO4	387712
hsa00010	FBP1	2203
hsa00010	FBP2	8789
hsa00010	G6PC1	2538
hsa00010	G6PC2	57818
hsa00010	G6PC3	92579
hsa00010	GALM	130589
hsa00010	GAPDH	2597
hsa00010	GAPDHS	26330
hsa00010	GCK	2645
hsa00010	GPI	2821
hsa00010	HK1	3098
hsa00010	HK2	3099
hsa00010	HK3	3101
hsa00010	HKDC1	80201
hsa00010	LDHA	3939
hsa00010	LDHAL6A	160287
hsa00010	LDHAL6B	92483
hsa00010	LDHB	3945
hsa00010	LDHC	3948
hsa00010	MINPP1	9562
hsa00010	PCK1	5105
hsa00010	PCK2	5106
hsa00010	PDHA1	5160
hsa00010	PDHA2	5161
hsa00010	PDHB	5162
hsa00010	PFKL	5211
hsa00010	PFKM	5213
hsa00010	PFKP	5214
hsa00010	PGAM1	5223
hsa00010	PGAM2	5224
hsa00010	PGAM4	441531
hsa00010	PGK1	5230
hsa00010	PGK2	5232
hsa00010	PGM1	5236
hsa00010	PGM2	55276
hsa00010	PKLR	5313
hsa00010	PKM	5315
hsa00010	TPI1	7167
hsa00020	ACLY	47
hsa00020	ACO1	48
hsa00020	ACO2	50
hsa00020	CS	1431
hsa00020	DLAT	1737
hsa00020	DLD	1738
hsa00020	DLST	1743
hsa00020	FH	2271
hsa00020	IDH1	3417
hsa00020	IDH2	3418
hsa00020	IDH3A	3419
hsa00020	IDH3B	3420
hsa00020	IDH3G	3421
hsa00020	MDH1	4190
hsa00020	MDH2	4191
hsa00020	OGDH	4967
hsa00020	OGDHL	55753
hsa00020	PC	5091
hsa00020	PCK1	5105
hsa00020	PCK2	5106
hsa00020	PDHA1	5160
hsa00020	PDHA2	5161
hsa00020	PDHB	5162
hsa00020	SDHA	6389
hsa00020	SDHB	6390
hsa00020	SDHC	6391
hsa00020	SDHD	6392
hsa00020	SUCLA2	8803
hsa00020	SUCLG1	8802
hsa00020	SUCLG2	8801
hsa00030	ALDOA	226
hsa00030	ALDOB	229
hsa00030	ALDOC	230
hsa00030	DERA	51071
hsa00030	FBP1	2203
hsa00030	FBP2	8789
hsa00030	G6PD	2539
hsa00030	GLYCTK	132158
hsa00030	GPI	2821
hsa00030	H6PD	9563
hsa00030	IDNK	414328
hsa00030	PFKL	5211
hsa00030	PFKM	5213
hsa00030	PFKP	5214
hsa00030	PGD	5226
hsa00030	PGLS	25796
hsa00030	PGM1	5236
hsa00030	PGM2	55276
hsa00030	PRPS1	5631
hsa00030	PRPS1L1	221823
hsa00030	PRPS2	5634
hsa00030	RBKS	64080
hsa00030	RGN	9104
hsa00030	RPE	6120
hsa00030	RPEL1	729020
hsa00030	RPIA	22934
hsa00030	SHPK	23729
hsa00030	TALDO1	6888
hsa00030	TKT	7086
hsa00030	TKTL1	8277
hsa00030	TKTL2	84076
hsa00040	AKR1A1	10327
hsa00040	AKR1B10	57016
hsa00040	AKR1B1	231
hsa00040	AKR1B15	441282
hsa00040	CRPPA	729920
hsa00040	CRYL1	51084
hsa00040	DCXR	51181
hsa00040	DHDH	27294
hsa00040	FGGY	55277
hsa00040	GUSB	2990
hsa00040	KL	9365
hsa00040	RPE	6120
hsa00040	RPEL1	729020
hsa00040	SORD	6652
hsa00040	UGDH	7358
hsa00040	UGP2	7360
hsa00040	UGT1A10	54575
hsa00040	UGT1A1	54658
hsa00040	UGT1A3	54659
hsa00040	UGT1A4	54657
hsa00040	UGT1A5	54579
hsa00040	UGT1A6	54578
hsa00040	UGT1A7	54577
hsa00040	UGT1A8	54576
hsa00040	UGT1A9	54600
hsa00040	UGT2A1	10941
hsa00040	UGT2A2	574537
hsa00040	UGT2A3	79799
hsa00040	UGT2B10	7365
hsa00040	UGT2B11	10720
hsa00040	UGT2B15	7366
hsa00040	UGT2B17	7367
hsa00040	UGT2B28	54490
hsa00040	UGT2B4	7363
hsa00040	UGT2B7	7364
hsa00040	XYLB	9942
hsa00051	AKR1B10	57016
hsa00051	AKR1B1	231
hsa00051	AKR1B15	441282
hsa00051	ALDOA	226
hsa00051	ALDOB	229
hsa00051	ALDOC	230
hsa00051	ENOSF1	55556
hsa00051	FBP1	2203
hsa00051	FBP2	8789
hsa00051	FCSK	197258
hsa00051	FPGT	8790
hsa00051	GFUS	7264
hsa00051	GMDS	2762
hsa00051	GMPPA	29926
hsa00051	GMPPB	29925
hsa00051	HK1	3098
hsa00051	HK2	3099
hsa00051	HK3	3101
hsa00051	HKDC1	80201
hsa00051	KHK	3795
hsa00051	MPI	4351
hsa00051	PFKFB1	5207
hsa00051	PFKFB2	5208
hsa00051	PFKFB3	5209
hsa00051	PFKFB4	5210
hsa00051	PFKL	5211
hsa00051	PFKM	5213
hsa00051	PFKP	5214
hsa00051	PMM1	5372
hsa00051	PMM2	5373
hsa00051	SORD	6652
hsa00051	TIGAR	57103
hsa00051	TKFC	26007
hsa00051	TPI1	7167
hsa00052	AKR1B10	57016
hsa00052	AKR1B1	231
hsa00052	AKR1B15	441282
hsa00052	B4GALT1	2683
hsa00052	B4GALT2	8704
hsa00052	G6PC1	2538
hsa00052	G6PC2	57818
hsa00052	G6PC3	92579
hsa00052	GAA	2548
hsa00052	GALE	2582
hsa00052	GALK1	2584
hsa00052	GALM	130589
hsa00052	GALT	2592
hsa00052	GANC	2595
hsa00052	GCK	2645
hsa00052	GLA	2717
hsa00052	GLB1	2720
hsa00052	HK1	3098
hsa00052	HK2	3099
hsa00052	HK3	3101
hsa00052	HKDC1	80201
hsa00052	LALBA	3906
hsa00052	LCT	3938
hsa00052	MGAM2	93432
hsa00052	MGAM	8972
hsa00052	PFKL	5211
hsa00052	PFKM	5213
hsa00052	PFKP	5214
hsa00052	PGM1	5236
hsa00052	PGM2	55276
hsa00052	SI	6476
hsa00052	UGP2	7360
hsa00053	AKR1A1	10327
hsa00053	ALDH1B1	219
hsa00053	ALDH2	217
hsa00053	ALDH3A2	224
hsa00053	ALDH7A1	501
hsa00053	ALDH9A1	223
hsa00053	GUSB	2990
hsa00053	KL	9365
hsa00053	MIOX	55586
hsa00053	RGN	9104
hsa00053	UGDH	7358
hsa00053	UGT1A10	54575
hsa00053	UGT1A1	54658
hsa00053	UGT1A3	54659
hsa00053	UGT1A4	54657
hsa00053	UGT1A5	54579
hsa00053	UGT1A6	54578
hsa00053	UGT1A7	54577
hsa00053	UGT1A8	54576
hsa00053	UGT1A9	54600
hsa00053	UGT2A1	10941
hsa00053	UGT2A2	574537
hsa00053	UGT2A3	79799
hsa00053	UGT2B10	7365
hsa00053	UGT2B11	10720
hsa00053	UGT2B15	7366
hsa00053	UGT2B17	7367
hsa00053	UGT2B28	54490
hsa00053	UGT2B4	7363
hsa00053	UGT2B7	7364
hsa00061	ACACA	31
hsa00061	ACACB	32
hsa00061	ACSBG1	23205
hsa00061	ACSBG2	81616
hsa00061	ACSF3	197322
hsa00061	ACSL1	2180
hsa00061	ACSL3	2181
hsa00061	ACSL4	2182
hsa00061	ACSL5	51703
hsa00061	ACSL6	23305
hsa00061	CBR4	84869
hsa00061	FASN	2194
hsa00061	HSD17B8	7923
hsa00061	HTD2	109703458
hsa00061	MCAT	27349
hsa00061	MECR	51102
hsa00061	OLAH	55301
hsa00061	OXSM	54995
hsa00062	ACAA2	10449
hsa00062	ACOT1	641371
hsa00062	ACOT2	10965
hsa00062	ACOT4	122970
hsa00062	ACOT7	11332
hsa00062	ECHS1	1892
hsa00062	ELOVL1	64834
hsa00062	ELOVL2	54898
hsa00062	ELOVL3	83401
hsa00062	ELOVL4	6785
hsa00062	ELOVL5	60481
hsa00062	ELOVL6	79071
hsa00062	ELOVL7	79993
hsa00062	HACD1	9200
hsa00062	HACD2	201562
hsa00062	HACD3	51495
hsa00062	HACD4	401494
hsa00062	HADH	3033
hsa00062	HADHA	3030
hsa00062	HADHB	3032
hsa00062	HSD17B12	51144
hsa00062	MECR	51102
hsa00062	PPT1	5538
hsa00062	PPT2	9374
hsa00062	TECR	9524
hsa00062	THEM4	117145
hsa00062	THEM5	284486
hsa00071	ACAA1	30
hsa00071	ACAA2	10449
hsa00071	ACADL	33
hsa00071	ACADM	34
hsa00071	ACADS	35
hsa00071	ACADSB	36
hsa00071	ACADVL	37
hsa00071	ACAT1	38
hsa00071	ACAT2	39
hsa00071	ACOX1	51
hsa00071	ACOX3	8310
hsa00071	ACSBG1	23205
hsa00071	ACSBG2	81616
hsa00071	ACSL1	2180
hsa00071	ACSL3	2181
hsa00071	ACSL4	2182
hsa00071	ACSL5	51703
hsa00071	ACSL6	23305
hsa00071	ADH1A	124
hsa00071	ADH1B	125
hsa00071	ADH1C	126
hsa00071	ADH4	127
hsa00071	ADH5	128
hsa00071	ADH6	130
hsa00071	ADH7	131
hsa00071	ALDH1B1	219
hsa00071	ALDH2	217
hsa00071	ALDH3A2	224
hsa00071	ALDH7A1	501
hsa00071	ALDH9A1	223
hsa00071	CPT1A	1374
hsa00071	CPT1B	1375
hsa00071	CPT1C	126129
hsa00071	CPT2	1376
hsa00071	CYP2U1	113612
hsa00071	ECHS1	1892
hsa00071	ECI1	1632
hsa00071	ECI2	10455
hsa00071	EHHADH	1962
hsa00071	GCDH	2639
hsa00071	HADH	3033
hsa00071	HADHA	3030
hsa00071	HADHB	3032
hsa00100	CEL	1056
hsa00100	CYP24A1	1591
hsa00100	CYP27B1	1594
hsa00100	CYP2R1	120227
hsa00100	CYP51A1	1595
hsa00100	DHCR24	1718
hsa00100	DHCR7	1717
hsa00100	EBP	10682
hsa00100	FDFT1	2222
hsa00100	HSD17B7	51478
hsa00100	LBR	3930
hsa00100	LIPA	3988
hsa00100	LSS	4047
hsa00100	MSMO1	6307
hsa00100	NSDHL	50814
hsa00100	SC5D	6309
hsa00100	SOAT1	6646
hsa00100	SOAT2	8435
hsa00100	SQLE	6713
hsa00100	TM7SF2	7108
hsa00120	ACOT8	10005
hsa00120	ACOX2	8309
hsa00120	AKR1C4	1109
hsa00120	AKR1D1	6718
hsa00120	AMACR	23600
hsa00120	BAAT	570
hsa00120	CH25H	9023
hsa00120	CYP27A1	1593
hsa00120	CYP39A1	51302
hsa00120	CYP46A1	10858
hsa00120	CYP7A1	1581
hsa00120	CYP7B1	9420
hsa00120	CYP8B1	1582
hsa00120	HSD17B4	3295
hsa00120	HSD3B7	80270
hsa00120	SCP2	6342
hsa00120	SLC27A5	10998
hsa00130	COQ2	27235
hsa00130	COQ3	51805
hsa00130	COQ5	84274
hsa00130	COQ6	51004
hsa00130	COQ7	10229
hsa00130	GGCX	2677
hsa00130	HPD	3242
hsa00130	NQO1	1728
hsa00130	TAT	6898
hsa00130	VKORC1	79001
hsa00130	VKORC1L1	154807
hsa00140	AKR1C1	1645
hsa00140	AKR1C2	1646
hsa00140	AKR1C3	8644
hsa00140	AKR1C4	1109
hsa00140	AKR1D1	6718
hsa00140	COMT	1312
hsa00140	CYP11A1	1583
hsa00140	CYP11B1	1584
hsa00140	CYP11B2	1585
hsa00140	CYP17A1	1586
hsa00140	CYP19A1	1588
hsa00140	CYP1A1	1543
hsa00140	CYP1A2	1544
hsa00140	CYP1B1	1545
hsa00140	CYP21A2	1589
hsa00140	CYP2E1	1571
hsa00140	CYP3A4	1576
hsa00140	CYP3A5	1577
hsa00140	CYP3A7	1551
hsa00140	CYP3A7-CYP3A51P	100861540
hsa00140	CYP7A1	1581
hsa00140	CYP7B1	9420
hsa00140	DHRS11	79154
hsa00140	HSD11B1	3290
hsa00140	HSD11B1L	374875
hsa00140	HSD11B2	3291
hsa00140	HSD17B11	51170
hsa00140	HSD17B12	51144
hsa00140	HSD17B1	3292
hsa00140	HSD17B2	3294
hsa00140	HSD17B3	3293
hsa00140	HSD17B6	8630
hsa00140	HSD17B7	51478
hsa00140	HSD17B8	7923
hsa00140	HSD3B1	3283
hsa00140	HSD3B2	3284
hsa00140	LRTOMT	220074
hsa00140	SRD5A1	6715
hsa00140	SRD5A2	6716
hsa00140	SRD5A3	79644
hsa00140	STS	412
hsa00140	SULT1E1	6783
hsa00140	SULT2B1	6820
hsa00140	UGT1A10	54575
hsa00140	UGT1A1	54658
hsa00140	UGT1A3	54659
hsa00140	UGT1A4	54657
hsa00140	UGT1A5	54579
hsa00140	UGT1A6	54578
hsa00140	UGT1A7	54577
hsa00140	UGT1A8	54576
hsa00140	UGT1A9	54600
hsa00140	UGT2A1	10941
hsa00140	UGT2A2	574537
hsa00140	UGT2A3	79799
hsa00140	UGT2B10	7365
hsa00140	UGT2B11	10720
hsa00140	UGT2B15	7366
hsa00140	UGT2B17	7367
hsa00140	UGT2B28	54490
hsa00140	UGT2B4	7363
hsa00140	UGT2B7	7364
hsa00190	ATP12A	479
hsa00190	ATP4A	495
hsa00190	ATP4B	496
hsa00190	ATP5F1A	498
hsa00190	ATP5F1B	506
hsa00190	ATP5F1C	509
hsa00190	ATP5F1D	513
hsa00190	ATP5F1E	514
hsa00190	ATP5MC1	516
hsa00190	ATP5MC2	517
hsa00190	ATP5MC3	518
hsa00190	ATP5ME	521
hsa00190	ATP5MF	9551
hsa00190	ATP5MG	10632
hsa00190	ATP5MGL	267020
hsa00190	ATP5PB	515
hsa00190	ATP5PD	10476
hsa00190	ATP5PF	522
hsa00190	ATP5PO	539
hsa00190	ATP6	4508
hsa00190	ATP6AP1	537
hsa00190	ATP6V0A1	535
hsa00190	ATP6V0A2	23545
hsa00190	ATP6V0A4	50617
hsa00190	ATP6V0B	533
hsa00190	ATP6V0C	527
hsa00190	ATP6V0D1	9114
hsa00190	ATP6V0D2	245972
hsa00190	ATP6V0E1	8992
hsa00190	ATP6V0E2	155066
hsa00190	ATP6V1A	523
hsa00190	ATP6V1B1	525
hsa00190	ATP6V1B2	526
hsa00190	ATP6V1C1	528
hsa00190	ATP6V1C2	245973
hsa00190	ATP6V1D	51382
hsa00190	ATP6V1E1	529
hsa00190	ATP6V1E2	90423
hsa00190	ATP6V1F	9296
hsa00190	ATP6V1G1	9550
hsa00190	ATP6V1G2	534
hsa00190	ATP6V1G3	127124
hsa00190	ATP6V1H	51606
hsa00190	ATP8	4509
hsa00190	COX10	1352
hsa00190	COX11	1353
hsa00190	COX1	4512
hsa00190	COX15	1355
hsa00190	COX17	10063
hsa00190	COX2	4513
hsa00190	COX3	4514
hsa00190	COX4I1	1327
hsa00190	COX4I2	84701
hsa00190	COX5A	9377
hsa00190	COX5B	1329
hsa00190	COX6A1	1337
hsa00190	COX6A2	1339
hsa00190	COX6B1	1340
hsa00190	COX6B2	125965
hsa00190	COX6C	1345
hsa00190	COX7A1	1346
hsa00190	COX7A2	1347
hsa00190	COX7A2L	9167
hsa00190	COX7B	1349
hsa00190	COX7B2	170712
hsa00190	COX7C	1350
hsa00190	COX8A	1351
hsa00190	COX8C	341947
hsa00190	CYC1	1537
hsa00190	CYCS	54205
hsa00190	CYTB	4519
hsa00190	LHPP	64077
hsa00190	LOC101927180	101927180
hsa00190	LOC107984365	107984365
hsa00190	LOC124901481	124901481
hsa00190	ND1	4535
hsa00190	ND2	4536
hsa00190	ND3	4537
hsa00190	ND4	4538
hsa00190	ND4L	4539
hsa00190	ND5	4540
hsa00190	ND6	4541
hsa00190	NDUFA10	4705
hsa00190	NDUFA11	126328
hsa00190	NDUFA12	55967
hsa00190	NDUFA13	51079
hsa00190	NDUFA1	4694
hsa00190	NDUFA2	4695
hsa00190	NDUFA3	4696
hsa00190	NDUFA4	4697
hsa00190	NDUFA4L2	56901
hsa00190	NDUFA5	4698
hsa00190	NDUFA6	4700
hsa00190	NDUFA7	4701
hsa00190	NDUFA8	4702
hsa00190	NDUFA9	4704
hsa00190	NDUFAB1	4706
hsa00190	NDUFB10	4716
hsa00190	NDUFB11	54539
hsa00190	NDUFB1	4707
hsa00190	NDUFB2	4708
hsa00190	NDUFB3	4709
hsa00190	NDUFB4	4710
hsa00190	NDUFB5	4711
hsa00190	NDUFB6	4712
hsa00190	NDUFB7	4713
hsa00190	NDUFB8	4714
hsa00190	NDUFB9	4715
hsa00190	NDUFC1	4717
hsa00190	NDUFC2	4718
hsa00190	NDUFC2-KCTD14	100532726
hsa00190	NDUFS1	4719
hsa00190	NDUFS2	4720
hsa00190	NDUFS3	4722
hsa00190	NDUFS4	4724
hsa00190	NDUFS5	4725
hsa00190	NDUFS6	4726
hsa00190	NDUFS7	374291
hsa00190	NDUFS8	4728
hsa00190	NDUFV1	4723
hsa00190	NDUFV2	4729
hsa00190	NDUFV3	4731
hsa00190	PPA1	5464
hsa00190	PPA2	27068
hsa00190	SDHA	6389
hsa00190	SDHB	6390
hsa00190	SDHC	6391
hsa00190	SDHD	6392
hsa00190	TCIRG1	10312
hsa00190	UQCR10	29796
hsa00190	UQCR11	10975
hsa00190	UQCRB	7381
hsa00190	UQCRC1	7384
hsa00190	UQCRC2	7385
hsa00190	UQCRFS1	7386
hsa00190	UQCRH	7388
hsa00190	UQCRHL	440567
hsa00190	UQCRQ	27089
hsa00220	ABHD14A-ACY1	100526760
hsa00220	ACY1	95
hsa00220	ARG1	383
hsa00220	ARG2	384
hsa00220	ASL	435
hsa00220	ASS1	445
hsa00220	CAD	790
hsa00220	CPS1	1373
hsa00220	GLS2	27165
hsa00220	GLS	2744
hsa00220	GLUD1	2746
hsa00220	GLUD2	2747
hsa00220	GLUL	2752
hsa00220	GOT1	2805
hsa00220	GOT1L1	137362
hsa00220	GOT2	2806
hsa00220	GPT2	84706
hsa00220	GPT	2875
hsa00220	NAGS	162417
hsa00220	NOS1	4842
hsa00220	NOS2	4843
hsa00220	NOS3	4846
hsa00220	OTC	5009
hsa00230	ADA	100
hsa00230	ADA2	51816
hsa00230	ADCY10	55811
hsa00230	ADCY1	107
hsa00230	ADCY2	108
hsa00230	ADCY3	109
hsa00230	ADCY4	196883
hsa00230	ADCY5	111
hsa00230	ADCY6	112
hsa00230	ADCY7	113
hsa00230	ADCY8	114
hsa00230	ADCY9	115
hsa00230	ADK	132
hsa00230	ADPRM	56985
hsa00230	ADSL	158
hsa00230	ADSS1	122622
hsa00230	ADSS2	159
hsa00230	AK1	203
hsa00230	AK2	204
hsa00230	AK3	50808
hsa00230	AK4	205
hsa00230	AK5	26289
hsa00230	AK6	102157402
hsa00230	AK7	122481
hsa00230	AK8	158067
hsa00230	AK9	221264
hsa00230	ALLC	55821
hsa00230	AMPD1	270
hsa00230	AMPD2	271
hsa00230	AMPD3	272
hsa00230	APRT	353
hsa00230	ATIC	471
hsa00230	CANT1	124583
hsa00230	DCK	1633
hsa00230	DGUOK	1716
hsa00230	ENPP1	5167
hsa00230	ENPP3	5169
hsa00230	ENPP4	22875
hsa00230	ENTPD1	953
hsa00230	ENTPD2	954
hsa00230	ENTPD3	956
hsa00230	ENTPD4	9583
hsa00230	ENTPD5	957
hsa00230	ENTPD6	955
hsa00230	ENTPD8	377841
hsa00230	FHIT	2272
hsa00230	GART	2618
hsa00230	GDA	9615
hsa00230	GMPR2	51292
hsa00230	GMPR	2766
hsa00230	GMPS	8833
hsa00230	GUCY1A1	2982
hsa00230	GUCY1A2	2977
hsa00230	GUCY1B1	2983
hsa00230	GUCY2C	2984
hsa00230	GUCY2D	3000
hsa00230	GUCY2F	2986
hsa00230	GUK1	2987
hsa00230	HDDC2	51020
hsa00230	HDDC3	374659
hsa00230	HPRT1	3251
hsa00230	IMPDH1	3614
hsa00230	IMPDH2	3615
hsa00230	ITPA	3704
hsa00230	LACC1	144811
hsa00230	NME1	4830
hsa00230	NME1-NME2	654364
hsa00230	NME2	4831
hsa00230	NME3	4832
hsa00230	NME4	4833
hsa00230	NME6	10201
hsa00230	NME7	29922
hsa00230	NPR1	4881
hsa00230	NPR2	4882
hsa00230	NT5C1A	84618
hsa00230	NT5C1B	93034
hsa00230	NT5C1B-RDH14	100526794
hsa00230	NT5C2	22978
hsa00230	NT5C	30833
hsa00230	NT5DC4	284958
hsa00230	NT5E	4907
hsa00230	NT5M	56953
hsa00230	NTPCR	84284
hsa00230	NUDT16	131870
hsa00230	NUDT2	318
hsa00230	NUDT5	11164
hsa00230	NUDT9	53343
hsa00230	PAICS	10606
hsa00230	PAPSS1	9061
hsa00230	PAPSS2	9060
hsa00230	PDE10A	10846
hsa00230	PDE11A	50940
hsa00230	PDE1A	5136
hsa00230	PDE1B	5153
hsa00230	PDE1C	5137
hsa00230	PDE2A	5138
hsa00230	PDE3A	5139
hsa00230	PDE3B	5140
hsa00230	PDE4A	5141
hsa00230	PDE4B	5142
hsa00230	PDE4C	5143
hsa00230	PDE4D	5144
hsa00230	PDE5A	8654
hsa00230	PDE6A	5145
hsa00230	PDE6B	5158
hsa00230	PDE6C	5146
hsa00230	PDE6D	5147
hsa00230	PDE6G	5148
hsa00230	PDE6H	5149
hsa00230	PDE7A	5150
hsa00230	PDE7B	27115
hsa00230	PDE8A	5151
hsa00230	PDE8B	8622
hsa00230	PDE9A	5152
hsa00230	PFAS	5198
hsa00230	PGM1	5236
hsa00230	PGM2	55276
hsa00230	PNP	4860
hsa00230	PPAT	5471
hsa00230	PRPS1	5631
hsa00230	PRPS1L1	221823
hsa00230	PRPS2	5634
hsa00230	PRUNE1	58497
hsa00230	RRM1	6240
hsa00230	RRM2	6241
hsa00230	RRM2B	50484
hsa00230	URAD	646625
hsa00230	XDH	7498
hsa00232	CYP1A2	1544
hsa00232	CYP2A6	1548
hsa00232	CYP2A7	1549
hsa00232	NAT1	9
hsa00232	NAT2	10
hsa00232	XDH	7498
hsa00240	AK9	221264
hsa00240	ASMTL	8623
hsa00240	CAD	790
hsa00240	CANT1	124583
hsa00240	CDA	978
hsa00240	CMPK1	51727
hsa00240	CMPK2	129607
hsa00240	CTPS1	1503
hsa00240	CTPS2	56474
hsa00240	DCK	1633
hsa00240	DCTD	1635
hsa00240	DCTPP1	79077
hsa00240	DHODH	1723
hsa00240	DPYD	1806
hsa00240	DPYS	1807
hsa00240	DTYMK	1841
hsa00240	DUT	1854
hsa00240	ENPP1	5167
hsa00240	ENPP3	5169
hsa00240	ENTPD1	953
hsa00240	ENTPD3	956
hsa00240	ENTPD4	9583
hsa00240	ENTPD5	957
hsa00240	ENTPD6	955
hsa00240	ENTPD8	377841
hsa00240	HDDC2	51020
hsa00240	NME1	4830
hsa00240	NME1-NME2	654364
hsa00240	NME2	4831
hsa00240	NME3	4832
hsa00240	NME4	4833
hsa00240	NME6	10201
hsa00240	NME7	29922
hsa00240	NT5C1A	84618
hsa00240	NT5C1B	93034
hsa00240	NT5C1B-RDH14	100526794
hsa00240	NT5C2	22978
hsa00240	NT5C	30833
hsa00240	NT5C3A	51251
hsa00240	NT5C3B	115024
hsa00240	NT5DC4	284958
hsa00240	NT5E	4907
hsa00240	NT5M	56953
hsa00240	NUDT2	318
hsa00240	RRM1	6240
hsa00240	RRM2	6241
hsa00240	RRM2B	50484
hsa00240	TK1	7083
hsa00240	TK2	7084
hsa00240	TYMP	1890
hsa00240	TYMS	7298
hsa00240	UCK1	83549
hsa00240	UCK2	7371
hsa00240	UCKL1	54963
hsa00240	UMPS	7372
hsa00240	UPB1	51733
hsa00240	UPP1	7378
hsa00240	UPP2	151531
hsa00250	ABAT	18
hsa00250	ADSL	158
hsa00250	ADSS1	122622
hsa00250	ADSS2	159
hsa00250	AGXT	189
hsa00250	AGXT2	64902
hsa00250	ALDH4A1	8659
hsa00250	ALDH5A1	7915
hsa00250	ASL	435
hsa00250	ASNS	440
hsa00250	ASPA	443
hsa00250	ASRGL1	80150
hsa00250	ASS1	445
hsa00250	CAD	790
hsa00250	CPS1	1373
hsa00250	DDO	8528
hsa00250	FOLH1	2346
hsa00250	GAD1	2571
hsa00250	GAD2	2572
hsa00250	GFPT1	2673
hsa00250	GFPT2	9945
hsa00250	GLS2	27165
hsa00250	GLS	2744
hsa00250	GLUD1	2746
hsa00250	GLUD2	2747
hsa00250	GLUL	2752
hsa00250	GOT1	2805
hsa00250	GOT1L1	137362
hsa00250	GOT2	2806
hsa00250	GPT2	84706
hsa00250	GPT	2875
hsa00250	IL4I1	259307
hsa00250	NAT8L	339983
hsa00250	NIT2	56954
hsa00250	PPAT	5471
hsa00250	RIMKLA	284716
hsa00250	RIMKLB	57494
hsa00260	AGXT	189
hsa00260	AGXT2	64902
hsa00260	ALAS1	211
hsa00260	ALAS2	212
hsa00260	ALDH7A1	501
hsa00260	AMT	275
hsa00260	AOC2	314
hsa00260	AOC3	8639
hsa00260	BHMT	635
hsa00260	BPGM	669
hsa00260	CBS	875
hsa00260	CHDH	55349
hsa00260	CTH	1491
hsa00260	DAO	1610
hsa00260	DLD	1738
hsa00260	DMGDH	29958
hsa00260	GAMT	2593
hsa00260	GATM	2628
hsa00260	GCAT	23464
hsa00260	GCSH	2653
hsa00260	GLDC	2731
hsa00260	GLYCTK	132158
hsa00260	GNMT	27232
hsa00260	GRHPR	9380
hsa00260	LOC102724560	102724560
hsa00260	LOC124908081	124908081
hsa00260	MAOA	4128
hsa00260	MAOB	4129
hsa00260	PGAM1	5223
hsa00260	PGAM2	5224
hsa00260	PGAM4	441531
hsa00260	PHGDH	26227
hsa00260	PIPOX	51268
hsa00260	PSAT1	29968
hsa00260	PSPH	5723
hsa00260	SARDH	1757
hsa00260	SDS	10993
hsa00260	SDSL	113675
hsa00260	SHMT1	6470
hsa00260	SHMT2	6472
hsa00260	SRR	63826
hsa00270	ADI1	55256
hsa00270	AGXT2	64902
hsa00270	AHCY	191
hsa00270	AHCYL1	10768
hsa00270	AHCYL2	23382
hsa00270	AMD1	262
hsa00270	APIP	51074
hsa00270	BCAT1	586
hsa00270	BCAT2	587
hsa00270	BHMT2	23743
hsa00270	BHMT	635
hsa00270	CBS	875
hsa00270	CDO1	1036
hsa00270	CTH	1491
hsa00270	DNMT1	1786
hsa00270	DNMT3A	1788
hsa00270	DNMT3B	1789
hsa00270	ENOPH1	58478
hsa00270	GCLC	2729
hsa00270	GCLM	2730
hsa00270	GNMT	27232
hsa00270	GOT1	2805
hsa00270	GOT1L1	137362
hsa00270	GOT2	2806
hsa00270	GSS	2937
hsa00270	IL4I1	259307
hsa00270	KYAT1	883
hsa00270	KYAT3	56267
hsa00270	LACC1	144811
hsa00270	LDHA	3939
hsa00270	LDHAL6A	160287
hsa00270	LDHAL6B	92483
hsa00270	LDHB	3945
hsa00270	LDHC	3948
hsa00270	LOC102724560	102724560
hsa00270	MAT1A	4143
hsa00270	MAT2A	4144
hsa00270	MAT2B	27430
hsa00270	MDH1	4190
hsa00270	MDH2	4191
hsa00270	MPST	4357
hsa00270	MRI1	84245
hsa00270	MTAP	4507
hsa00270	MTR	4548
hsa00270	PHGDH	26227
hsa00270	PSAT1	29968
hsa00270	SDS	10993
hsa00270	SDSL	113675
hsa00270	SMS	6611
hsa00270	SRM	6723
hsa00270	TAT	6898
hsa00270	TST	7263
hsa00280	AACS	65985
hsa00280	ABAT	18
hsa00280	ACAA1	30
hsa00280	ACAA2	10449
hsa00280	ACAD8	27034
hsa00280	ACADM	34
hsa00280	ACADS	35
hsa00280	ACADSB	36
